id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
3551,3,1,26,76,116,2015/10/2 16:36,1,1980,1,1,2,4,,4.0,1995.0,20000,1,,70.0,0,0,0,0,0,0,0,0,1,,170,150,4,4,4,2,1.0,2,2,2,4,4,4,1,5,3,3,5,5,4,4,4,4,-8,1,2,2,2,2.0,3.0,1,3,4,3,5,2,1,5.0,10.0,1.0,4.0,1,1,2,2,40000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,6,2004.0,,,,,,,,,,1950,1,1,2,1955,1,1,2,3,3,3,3,10000.0,4,4,3,3,3,3,3,4,4,4,4,3,3,3,90,89,89,79,79.0,89,89,89,89
1418,3,1,2,4,11,2015/8/1 11:54,2,1995,1,1,1,5,,4.0,2011.0,9000,1,,30.0,0,0,0,0,1,0,0,0,0,,155,90,4,4,4,2,2.0,2,2,2,3,5,1,2,5,3,5,5,5,3,2,4,5,5,1,4,3,1,7.0,3.0,1,2,5,5,7,5,1,5.0,1.0,1.0,3.0,2,1,2,2,9000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-3,1,1,5,1952,6,1,5,2,1,4,2,2000.0,2,2,2,2,4,3,2,2,2,2,-8,2,2,4,50,60,50,70,50.0,50,50,50,70
32,4,1,27,80,120,2015/7/29 12:25,2,1965,1,1,1,4,,2.0,1980.0,20000,1,,90.0,0,0,1,0,0,0,0,0,0,,175,100,4,4,4,2,3.0,2,2,2,4,1,1,1,4,4,4,4,4,4,4,3,5,5,5,2,2,2,3.0,4.0,2,4,5,3,7,3,1,6.0,-2.0,1.0,2.0,2,2,2,1,40000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1984.0,1963.0,1984.0,4.0,1.0,2.0,20000.0,1.0,6.0,1.0,1942,4,1,2,1939,4,1,15,2,1,4,2,60000.0,4,3,4,3,5,3,3,3,2,-8,-8,3,1,3,60,60,70,70,60.0,70,60,70,60
2944,5,2,22,65,104,2015/7/10 8:38,2,1943,1,1,1,2,,,,0,1,,80.0,0,1,0,0,0,0,0,0,0,,160,100,3,5,4,1,1.0,1,1,3,5,1,1,1,5,5,5,5,4,1,5,1,5,3,5,5,4,1,1.0,1.0,2,4,5,2,5,1,4,,,,,1,2,2,2,-2.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1961.0,1938.0,1961.0,2.0,4.0,1.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,4,-8,20000.0,5,5,5,5,5,4,3,3,4,4,-8,4,1,5,100,90,100,100,70.0,100,100,90,80
3078,4,1,21,64,100,2015/7/15 19:28,1,1978,1,1,1,10,,4.0,1997.0,20000,1,,80.0,0,0,0,0,1,0,0,0,0,,170,130,3,5,5,2,2.0,2,2,1,4,4,1,1,5,1,4,5,3,4,4,3,4,5,1,2,2,2,6.0,5.0,1,3,5,5,6,5,1,3.0,18.0,1.0,2.0,1,1,2,2,40000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2004.0,1981.0,2004.0,6.0,1.0,1.0,20000.0,1.0,3.0,1.0,1950,4,4,11,1951,3,4,4,2,-8,3,2,40000.0,4,3,-8,-8,4,4,5,3,2,-8,-8,-8,1,3,80,50,50,50,60.0,50,50,80,80
6324,5,1,10,25,47,2015/7/26 9:18,2,1974,1,1,1,3,,2.0,,0,1,,100.0,0,1,1,1,0,0,0,0,0,,172,160,5,4,4,1,2.0,2,2,3,3,1,1,2,5,4,4,4,3,5,5,5,5,5,5,2,4,1,3.0,7.0,1,1,1,1,2,1,4,,,,,2,2,2,2,40000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,3.0,3,1999.0,1976.0,1999.0,4.0,1.0,1.0,40000.0,2.0,,,1950,1,1,2,1949,1,1,2,3,2,4,3,30000.0,4,5,4,4,5,5,2,4,4,4,2,4,2,2,100,100,0,100,0.0,0,100,100,60
169,4,1,10,25,47,2015/7/28 9:01,2,1980,1,1,1,6,,4.0,1998.0,15000,1,,140.0,0,0,1,0,0,0,0,0,0,,159,115,4,5,2,2,1.0,2,2,2,3,4,4,2,5,4,4,5,3,2,1,1,5,2,1,4,5,4,2.0,5.0,2,3,4,4,6,1,1,8.0,17.0,2.0,4.0,1,1,1,2,75000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2003.0,1975.0,2003.0,10.0,1.0,2.0,60000.0,1.0,3.0,1.0,1949,3,1,5,1952,1,1,2,2,2,3,2,20000.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,60,70,60,70,60.0,60,60,60,60
6100,4,2,13,36,67,2015/9/19 8:40,1,1969,1,1,1,3,,2.0,,3000,1,,40.0,0,0,0,0,0,0,0,0,0,无产权,159,112,4,4,4,1,1.0,2,2,2,4,1,1,1,5,5,5,5,5,2,5,5,5,5,5,4,3,1,2.0,2.0,1,4,4,3,6,3,3,,,,,1,1,2,2,10000.0,3,2,-1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,4,1989.0,1973.0,1998.0,3.0,1.0,1.0,30000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,2,3,2,40000.0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,70,70,50,70,70.0,70,70,70,70
6774,3,1,1,1,4,2015/9/11 10:20,1,1957,1,1,1,6,,4.0,1975.0,50000,1,,65.0,0,1,1,0,0,0,0,0,0,,175,130,4,4,4,2,3.0,3,3,3,3,4,3,1,5,2,2,2,3,3,3,3,5,5,1,3,3,3,3.0,3.0,1,3,5,4,5,4,1,3.0,40.0,1.0,2.0,1,1,1,1,70000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1957.0,1985.0,4.0,1.0,2.0,20000.0,5.0,,,1932,3,1,2,1933,2,1,2,3,2,3,2,80000.0,3,3,3,2,3,2,2,2,2,1,1,1,1,4,70,70,70,70,70.0,70,70,70,70
5611,5,1,21,64,102,2015/7/16 17:09,1,1986,1,1,1,6,,4.0,2002.0,50000,2,,220.0,0,0,0,0,1,0,0,0,0,,176,160,2,3,2,5,1.0,3,3,3,4,5,4,1,5,4,3,5,4,4,4,4,5,5,1,2,4,3,5.0,5.0,1,5,7,6,8,8,1,2.0,13.0,1.0,1.0,1,2,2,2,200000.0,5,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2009.0,1987.0,2009.0,6.0,2.0,4.0,80000.0,1.0,1.0,1.0,1963,6,4,1,1963,6,1,1,1,1,5,2,300000.0,1,2,-8,-8,4,4,3,3,3,-8,-8,3,1,4,70,70,70,80,60.0,80,70,60,60
7502,4,1,12,32,60,2015/7/30 17:11,1,1994,1,1,1,8,,1.0,-1.0,-1,2,,30.0,0,0,0,0,0,0,0,1,0,,170,130,4,4,4,4,1.0,2,2,1,4,5,2,2,3,3,3,5,3,3,4,2,4,5,1,3,3,3,6.0,3.0,2,2,4,4,6,4,1,3.0,1.0,2.0,3.0,1,2,2,2,50000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1969,3,1,1,1971,4,1,15,3,2,4,-8,48000.0,4,4,4,4,4,4,3,4,3,3,-8,3,1,4,30,10,10,20,10.0,20,10,20,10
1927,4,2,9,22,44,2015/7/5 10:37,2,1972,1,1,1,3,,2.0,,0,1,,70.0,0,0,1,0,0,0,0,0,0,,166,118,4,3,3,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,2,5,5,5,5,5,3,4,1,2.0,2.0,1,1,1,1,1,1,6,,,,,1,2,2,2,30000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,3.0,3,1997.0,1974.0,1997.0,4.0,1.0,1.0,30000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,2,4,2,60000.0,4,5,4,4,4,4,4,3,4,3,3,3,1,4,10,40,50,85,60.0,30,30,50,50
2089,4,1,13,36,66,2015/9/21 9:40,1,1967,8,1,1,4,,4.0,1983.0,0,1,,120.0,0,1,0,0,0,0,0,0,0,,158,134,3,4,5,1,1.0,2,2,2,5,1,1,1,5,4,4,4,4,4,4,1,5,5,5,4,4,2,2.0,5.0,2,4,4,3,5,3,5,,,,,1,1,2,2,6500.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1990.0,1970.0,1990.0,1.0,1.0,1.0,3500.0,1.0,5.0,2.0,-2,-8,1,2,-2,2,1,2,3,1,5,3,20000.0,5,4,3,3,5,2,2,3,3,-8,-8,-8,2,5,-2,90,60,70,70.0,80,80,70,75
6554,4,2,15,40,71,2015/7/11 16:38,2,1980,1,1,1,4,,4.0,1995.0,30000,2,,25.0,0,0,0,0,0,0,0,0,1,,158,130,5,4,5,1,3.0,1,1,1,1,5,1,5,5,4,5,5,5,5,5,5,5,5,3,2,2,2,2.0,2.0,1,1,1,1,2,2,1,3.0,5.0,1.0,3.0,1,2,2,2,100000.0,2,3,0,1,0,1,0,0,0,0,0,0,0,,1,1,2.0,3,2001.0,1978.0,2001.0,4.0,2.0,1.0,70000.0,1.0,5.0,1.0,1960,3,1,11,1960,3,1,2,2,1,-8,3,60000.0,3,2,3,2,4,3,1,-8,3,-8,-8,-8,1,3,80,60,50,80,60.0,60,70,60,70
2496,4,1,21,61,97,2015/7/18 12:04,1,1957,1,1,1,1,,,,15000,1,,90.0,0,1,0,0,0,0,0,0,0,,161,140,2,5,2,2,1.0,1,1,1,5,1,1,1,5,2,5,5,4,-8,5,5,5,5,5,4,3,1,1.0,-8.0,2,1,1,3,-8,2,3,,,,,1,2,-8,-8,60000.0,4,2,2,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1982.0,1955.0,1982.0,6.0,4.0,2.0,15000.0,1.0,5.0,1.0,1930,1,4,3,1935,2,1,2,3,3,4,2,10000.0,4,4,3,3,4,4,3,-8,-8,-8,-8,-8,3,4,-2,70,60,70,60.0,-2,70,-2,60
5988,3,1,6,15,31,2015/8/11 15:27,1,1965,1,1,1,4,,4.0,1980.0,50000,1,,105.0,0,0,0,1,0,0,0,0,0,,160,150,3,3,3,1,1.0,2,2,2,4,2,2,2,4,2,4,4,4,3,4,4,4,4,4,2,2,2,3.0,3.0,2,3,4,3,4,3,3,,,,,1,2,2,2,100000.0,4,3,0,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,1985.0,1965.0,1985.0,4.0,1.0,1.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,3,2,100000.0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,80,80,80,80,80.0,80,80,80,80
3296,4,1,27,79,119,2015/7/26 14:34,2,1990,1,1,1,10,,4.0,2012.0,30000,1,,60.0,0,0,0,0,0,0,0,1,0,,160,100,5,5,5,1,3.0,2,2,3,2,5,1,3,3,3,4,5,3,3,2,4,4,4,1,2,4,3,7.0,5.0,6,4,5,3,7,4,1,3.0,4.0,1.0,3.0,2,2,1,2,70000.0,2,3,0,1,0,1,0,0,0,0,0,0,0,,0,0,,3,2015.0,1989.0,2015.0,10.0,1.0,1.0,40000.0,1.0,3.0,1.0,1969,4,1,1,1968,4,1,2,2,1,4,2,60000.0,3,3,4,3,5,3,3,4,3,3,-8,4,3,3,60,50,50,60,60.0,50,40,50,40
1403,2,2,31,89,134,2015/8/19 12:50,1,1951,1,1,1,3,,2.0,,8000,1,,50.0,0,1,0,0,0,0,0,0,0,,171,120,2,2,3,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,3,4,2,2.0,5.0,1,2,1,1,1,3,3,,,,,1,1,2,2,8000.0,1,1,1,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,1975.0,1955.0,1975.0,1.0,1.0,1.0,0.0,4.0,,,-2,-8,1,2,-2,-8,1,2,3,2,4,3,30000.0,5,4,5,3,5,4,3,4,3,-8,-8,-8,1,4,60,20,40,30,20.0,30,40,10,30
4324,4,2,6,17,33,2015/8/5 12:29,2,1962,1,1,1,3,,4.0,1975.0,7000,-8,,350.0,0,0,1,0,0,0,0,0,0,,160,96,4,5,5,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,4,5,5,5,5,5,4,4,1,1.0,6.0,1,3,5,4,7,3,3,,,,,1,2,2,2,20000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1963.0,1985.0,6.0,1.0,1.0,13000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,2,1,4,2,10000.0,5,5,4,4,4,-8,3,3,3,-8,-8,-8,1,4,100,100,90,90,100.0,100,100,100,100
4711,4,2,22,66,106,2015/7/11 14:10,2,1958,1,1,1,6,,4.0,1976.0,50000,1,,300.0,0,0,1,0,0,0,0,0,0,,150,100,2,3,3,1,1.0,1,1,3,4,1,1,1,5,3,5,5,5,3,5,5,5,5,5,4,3,1,3.0,3.0,1,4,5,5,6,4,3,,,,,1,1,2,2,77000.0,4,2,1,1,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1981.0,1957.0,1981.0,6.0,1.0,1.0,40000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,2,2,1,3,2,100000.0,3,3,3,3,4,-8,2,4,3,3,3,3,1,4,60,50,60,50,70.0,70,40,60,60
1508,3,2,6,14,30,2015/8/7 13:05,2,1948,1,1,1,1,,,,2000,1,,200.0,0,0,1,0,0,0,0,0,0,,156,90,1,2,3,1,1.0,1,1,1,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,2,2,1,3.0,3.0,1,2,3,3,3,3,3,,,,,1,1,2,2,10000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,-2.0,1947.0,-2.0,3.0,1.0,1.0,2000.0,3.0,,,-2,14,1,2,-2,14,1,2,2,2,3,2,-2.0,4,3,3,3,5,2,2,3,2,2,2,3,1,5,65,70,70,70,70.0,85,80,70,70
27,5,1,17,48,80,2015/7/30 10:11,2,1966,1,1,1,4,,4.0,1984.0,19200,1,,117.0,0,0,1,0,0,0,0,0,0,,161,126,4,5,3,1,2.0,3,3,1,5,1,1,1,5,1,2,2,3,3,2,2,5,5,5,3,4,2,2.0,3.0,1,4,6,8,4,3,5,,,,,1,1,2,2,100000.0,1,3,2,2,0,0,0,1,0,0,0,0,0,,0,2,0.0,3,1988.0,1968.0,1968.0,6.0,1.0,1.0,100000.0,1.0,2.0,1.0,1934,12,4,1,1937,1,1,2,2,2,4,2,30000.0,4,4,3,3,3,3,2,3,3,3,-8,1,5,3,80,67,-2,40,30.0,40,-2,60,-2
4751,5,1,27,80,120,2015/7/30 17:03,2,1932,1,1,1,1,,,,18000,1,,68.0,0,1,0,0,0,0,0,0,0,,157,108,3,4,4,2,1.0,1,1,2,4,1,1,2,5,4,3,5,4,3,5,1,5,5,5,2,3,1,2.0,3.0,1,4,5,5,5,2,5,,,,,1,1,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,7,1950.0,,,,,,,,,,1912,1,1,2,1916,1,1,2,2,1,4,2,40000.0,5,4,4,4,5,4,4,4,3,3,3,4,3,4,70,90,90,80,80.0,90,90,80,80
7175,3,1,1,1,1,2015/10/28 13:43,2,1960,1,1,1,12,,4.0,1982.0,40000,3,,134.0,0,1,1,0,0,0,0,0,0,,158,100,3,3,4,2,1.0,5,4,5,5,5,5,1,4,2,1,4,4,4,3,3,4,3,1,3,3,4,6.0,6.0,2,1,1,6,1,4,1,3.0,31.0,1.0,2.0,1,1,2,1,180000.0,3,3,2,2,0,0,0,1,1,0,0,0,0,,1,0,0.0,3,1984.0,1957.0,1984.0,12.0,1.0,2.0,50000.0,1.0,8.0,2.0,-2,4,1,16,1927,2,1,1,3,2,4,4,100000.0,3,3,2,2,3,3,2,2,2,3,3,3,1,3,50,30,30,30,40.0,40,50,40,50
2407,4,2,10,26,48,2015/7/26 16:51,2,1949,1,1,1,3,,4.0,-2.0,5000,1,,361.0,0,1,1,0,0,0,0,0,0,,163,120,4,4,4,1,1.0,2,2,2,4,3,1,1,5,4,4,4,4,2,5,3,5,2,4,4,4,1,1.0,1.0,1,4,6,5,6,5,3,,,,,1,1,1,2,70000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,3,0.0,3,1971.0,1949.0,1971.0,7.0,4.0,2.0,56000.0,5.0,,,1920,1,1,2,1920,1,1,2,3,2,4,2,60000.0,4,4,4,4,4,3,3,4,3,3,3,3,2,5,90,80,80,90,80.0,80,80,80,80
2070,3,2,11,31,54,2015/7/22 14:07,2,1968,1,1,1,3,,4.0,-2.0,0,1,,200.0,0,0,1,0,0,0,0,0,0,,160,112,4,4,4,1,1.0,2,2,2,5,1,1,1,5,4,4,1,3,3,3,1,5,4,5,4,3,2,2.0,3.0,1,2,2,2,3,1,6,,,,,1,1,2,2,20000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1989.0,1968.0,1989.0,4.0,1.0,1.0,20000.0,1.0,5.0,1.0,-2,4,1,1,-2,1,1,2,3,3,2,2,80000.0,3,2,3,2,2,4,3,3,2,2,3,3,2,4,75,95,70,40,40.0,40,70,80,80
3943,3,1,16,44,75,2015/7/23 15:33,1,1967,1,1,1,4,,2.0,-1.0,30000,1,,94.0,0,1,0,0,0,0,0,0,0,,170,110,4,3,3,4,2.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3.0,4.0,1,2,5,4,7,2,1,3.0,29.0,1.0,3.0,1,1,2,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1993.0,1969.0,1993.0,4.0,1.0,4.0,30000.0,1.0,3.0,1.0,1935,1,1,2,1945,1,1,2,2,2,4,2,40000.0,5,5,4,4,4,4,5,4,5,4,5,4,5,3,80,80,80,80,80.0,80,60,80,80
2192,4,1,10,24,46,2015/7/27 16:42,2,1987,1,1,1,4,,4.0,2003.0,0,1,,98.5,0,0,1,0,0,0,0,0,0,,170,145,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,5,4,5,4,4,1,3.0,1.0,1,2,5,5,5,5,5,,,,,-8,2,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2013.0,1989.0,2013.0,4.0,1.0,1.0,30000.0,1.0,3.0,1.0,1965,4,1,2,1961,4,1,2,2,2,5,3,200000.0,3,3,3,3,5,5,3,3,3,3,-8,-8,3,5,80,80,100,100,100.0,100,100,100,100
501,4,1,7,18,39,2015/8/13 18:33,1,1972,3,1,1,7,,4.0,1996.0,40000,1,,69.0,0,1,0,0,0,0,0,0,0,,173,160,5,5,5,5,2.0,1,2,1,4,5,1,1,2,4,3,5,4,3,3,4,5,5,1,2,3,3,4.0,5.0,3,4,4,3,4,5,1,3.0,19.0,1.0,3.0,1,1,2,2,80000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2000.0,1980.0,2000.0,7.0,1.0,2.0,40000.0,1.0,3.0,1.0,-2,3,1,1,1942,3,1,1,2,2,3,3,130000.0,3,4,3,4,3,4,3,4,3,4,3,3,3,2,80,80,70,8,80.0,60,80,70,80
6310,4,1,1,1,5,2015/9/16 10:28,1,1953,1,1,1,7,,4.0,1972.0,50000,4,1996.0,100.0,0,0,0,1,0,0,0,0,0,,170,130,4,4,4,2,1.0,4,4,4,4,4,2,1,4,2,1,4,2,2,3,2,5,5,1,3,4,3,2.0,2.0,1,4,6,5,6,5,5,,,,,1,1,2,2,50000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1978.0,1956.0,1978.0,7.0,1.0,2.0,50000.0,5.0,,,-2,7,1,1,-2,4,1,1,2,2,3,3,-2.0,4,4,2,2,4,3,2,3,3,3,3,3,2,3,70,70,70,70,70.0,70,70,70,70
438,4,2,5,9,25,2015/8/6 9:37,2,1992,1,1,1,12,,1.0,2012.0,-1,2,,80.0,0,0,0,0,0,0,0,1,0,,167,110,4,4,4,1,1.0,2,3,2,5,5,2,1,3,2,1,4,4,3,2,4,5,4,1,3,3,5,6.0,2.0,2,3,4,3,6,4,6,,,,,1,2,2,2,10000.0,6,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1969,3,1,2,1969,3,1,2,2,1,4,-8,80000.0,4,3,3,3,5,-8,3,4,4,4,-8,4,3,3,90,70,70,70,60.0,80,80,80,80
4984,3,1,18,54,88,2015/7/13 17:08,2,1938,1,1,1,1,,,,-2,1,,80.0,0,0,1,0,0,0,0,0,0,,163,97,2,2,3,2,1.0,1,1,1,5,1,1,1,5,2,5,5,4,3,5,5,5,5,5,1,5,1,,,1,4,4,2,5,1,5,,,,,1,1,2,2,-3.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,-2.0,1938.0,-2.0,4.0,1.0,2.0,-2.0,5.0,,,-2,1,-8,-8,-2,1,1,-8,3,2,3,-8,3000.0,3,3,3,3,5,4,3,-8,3,-8,-8,-8,3,4,80,60,80,70,80.0,80,80,70,80
1421,4,1,4,7,15,2015/10/1 14:13,2,1980,1,1,2,11,,4.0,2010.0,60000,1,,101.0,0,0,1,0,0,0,0,0,0,,158,100,4,5,3,1,3.0,3,3,4,5,5,4,2,3,3,2,4,4,4,3,3,5,5,1,3,3,2,3.0,3.0,3,2,5,2,7,3,1,3.0,14.0,1.0,3.0,1,1,2,2,200000.0,4,2,1,1,0,0,0,0,0,0,0,0,0,银行理财,0,1,1.0,3,2006.0,1976.0,2006.0,11.0,1.0,1.0,140000.0,1.0,3.0,1.0,1954,4,1,2,1956,3,1,2,3,1,3,2,80000.0,4,4,4,3,4,4,3,3,3,3,3,4,2,3,90,90,80,80,80.0,90,80,80,80
3858,4,1,12,32,57,2015/8/6 19:29,1,1969,1,0,1,4,,4.0,1980.0,100000,1,,102.0,0,0,0,0,0,0,0,0,1,,165,125,4,5,5,1,3.0,2,2,1,5,5,1,1,5,4,4,5,4,2,5,4,5,4,1,4,3,1,2.0,2.0,1,2,5,5,8,3,1,2.0,20.0,1.0,1.0,1,2,2,2,200000.0,4,3,1,2,0,0,1,0,0,0,0,0,0,,0,2,1.0,3,1993.0,1973.0,1993.0,4.0,1.0,1.0,100000.0,1.0,2.0,1.0,-2,1,1,-8,-2,-8,1,2,2,1,3,2,20000.0,4,3,4,4,5,4,4,4,3,3,-8,-8,1,1,70,70,70,80,70.0,80,70,60,60
7940,5,1,10,27,50,2015/7/26 18:41,2,1963,1,1,1,3,,2.0,,8000,1,,100.0,0,0,0,0,0,0,0,0,1,,160,136,3,2,2,1,1.0,1,1,1,3,1,1,2,5,3,5,5,4,5,2,3,5,5,5,2,4,1,2.0,2.0,1,3,6,3,7,1,2,,,,,1,2,2,2,24000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,6,-2.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,3,2,5,-8,200000.0,4,2,4,4,5,-8,4,5,5,-8,-8,-8,1,4,40,50,30,20,10.0,20,4,40,10
1979,4,2,5,10,26,2015/8/2 8:32,2,1967,1,1,1,3,,4.0,-2.0,2000,1,,100.0,0,0,0,0,1,0,0,0,0,,158,106,2,2,3,1,1.0,1,1,1,4,1,1,2,-8,-8,-8,-8,3,3,5,5,5,5,5,2,4,1,4.0,4.0,1,2,1,1,5,-8,3,,,,,1,2,2,2,8000.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1987.0,1964.0,1987.0,3.0,1.0,1.0,2000.0,3.0,,,-2,-8,1,2,-2,-8,1,2,2,3,4,3,100000.0,2,2,2,2,4,-8,2,2,3,-8,-8,-8,2,4,60,60,70,50,60.0,50,60,60,60
5993,5,1,21,64,102,2015/7/18 10:38,1,1980,1,1,1,4,,4.0,1995.0,240000,1,,100.0,0,0,0,0,0,0,0,0,1,,178,130,5,5,4,4,1.0,2,2,1,3,2,1,3,5,5,4,5,5,3,2,1,5,5,1,5,3,2,1.0,1.0,2,5,4,2,5,8,1,2.0,20.0,1.0,4.0,1,2,2,2,250000.0,4,3,0,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,2009.0,1987.0,2009.0,4.0,1.0,4.0,10000.0,1.0,3.0,1.0,1953,4,1,1,1953,4,1,5,2,1,4,2,30000.0,5,4,-8,-8,5,4,4,4,4,4,-8,4,4,2,90,90,90,90,90.0,90,90,90,90
2524,4,2,28,81,123,2015/7/30 11:21,1,1953,1,1,1,3,,3.0,,2000,1,,50.0,0,1,0,0,0,0,0,0,0,,170,110,2,2,2,4,1.0,1,1,1,4,1,1,1,4,3,5,5,3,3,5,5,5,5,5,2,4,1,3.0,3.0,2,3,5,6,6,3,4,,,,,2,2,2,2,2000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,1,4,2,8000.0,4,4,4,4,4,-8,3,-8,4,-8,-8,-8,3,5,80,80,90,80,80.0,80,80,80,80
6211,5,1,17,50,83,2015/7/24 17:18,1,1979,1,0,6,6,,4.0,1997.0,30000,1,,90.0,0,0,0,0,0,0,0,0,1,,175,190,4,5,5,1,2.0,2,2,1,5,5,1,1,5,3,4,5,3,4,2,5,5,5,1,2,4,2,5.0,3.0,1,2,6,4,8,5,1,1.0,16.0,1.0,2.0,1,1,2,2,30000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,1999.0,1981.0,1999.0,7.0,1.0,2.0,0.0,5.0,,,1943,6,4,4,1941,1,1,2,2,1,3,2,100000.0,4,2,3,3,3,3,3,4,3,3,3,3,2,4,50,70,30,40,60.0,80,60,10,0
5717,3,1,16,46,77,2015/7/26 18:16,2,1990,1,1,3,10,,4.0,2011.0,20000,1,,200.0,0,0,0,0,1,0,0,0,0,,158,92,1,5,3,2,2.0,1,2,1,5,5,3,1,4,3,5,5,4,2,1,3,5,5,1,4,3,2,3.0,3.0,4,2,5,2,6,4,1,3.0,4.0,1.0,4.0,1,1,-8,-8,50000.0,4,3,1,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1962,4,1,1,1968,6,1,5,2,2,3,2,5.0,3,2,3,2,3,4,3,5,4,2,4,4,5,5,90,85,85,80,90.0,90,90,90,85
